,location,total_sqft,bath,price,bhk
8516,Thanisandra,663.0,1.0,32.82,1
8518,Thanisandra,1801.0,3.0,115.0,3
8519,Thanisandra,1806.0,6.0,116.0,3
8520,Thanisandra,3671.0,4.0,220.0,4
8521,Thanisandra,1573.0,3.0,115.0,3
8523,Thanisandra,1305.0,2.0,90.0,2
8525,Thanisandra,1965.0,4.0,125.0,3
8527,Thanisandra,1694.0,3.0,125.0,3
8528,Thanisandra,1573.0,3.0,100.0,3
8529,Thanisandra,1533.0,3.0,75.885,3
8531,Thanisandra,1917.0,4.0,130.0,4
8533,Thigalarapalya,3122.0,6.0,230.0,4
8535,Thigalarapalya,1200.0,2.0,65.0,2
8536,Thigalarapalya,1297.0,2.0,112.0,2
8537,Thigalarapalya,1297.0,2.0,103.0,2
8538,Thigalarapalya,1418.0,2.0,95.0,2
8539,Thigalarapalya,3122.0,6.0,235.0,4
8540,Thigalarapalya,3122.0,6.0,245.0,4
8541,Thigalarapalya,2072.0,4.0,150.0,3
8542,Thigalarapalya,1418.0,2.0,103.0,2
8543,Thigalarapalya,1418.0,2.0,101.0,2
8544,Thigalarapalya,1165.0,2.0,95.0,2
8545,Thigalarapalya,1418.0,2.0,104.0,2
8546,Thigalarapalya,4190.0,4.0,380.0,4
8550,Thigalarapalya,1418.0,2.0,103.0,2
8551,Thigalarapalya,2072.0,4.0,159.0,3
8553,Thigalarapalya,1207.0,2.0,62.0,2
8554,Thigalarapalya,1418.0,2.0,106.0,2
8556,Thigalarapalya,1418.0,2.0,104.0,2
8557,Thigalarapalya,3122.0,6.0,237.0,4
8558,Thigalarapalya,1418.0,2.0,105.0,2
8559,Thigalarapalya,1418.0,2.0,104.0,2
8561,Thigalarapalya,2215.0,4.0,160.0,3
8562,Thigalarapalya,1418.0,2.0,106.0,2
8563,Thigalarapalya,2072.0,4.0,155.0,3
8564,Thigalarapalya,1830.0,4.0,150.0,3
8565,Thigalarapalya,1830.0,4.0,135.0,3
8566,Thigalarapalya,1000.0,2.0,48.53,2
8567,Thigalarapalya,1418.0,2.0,105.0,2
8568,Thigalarapalya,2072.0,4.0,160.0,3
8570,Thigalarapalya,1245.0,2.0,100.0,2
8572,Thigalarapalya,2072.0,4.0,152.0,3
8573,Thigalarapalya,2072.0,4.0,160.0,3
8574,Thigalarapalya,2072.0,4.0,155.0,3
8575,Thigalarapalya,3122.0,6.0,235.0,4
8576,Thigalarapalya,2072.0,4.0,153.0,3
8578,Thigalarapalya,2072.0,4.0,157.0,3
8579,Thigalarapalya,1418.0,2.0,105.0,2
8580,Thigalarapalya,3362.0,5.0,249.0,4
8581,Thigalarapalya,3122.0,6.0,245.0,4
8582,Thigalarapalya,1245.0,2.0,100.0,2
8583,Thigalarapalya,1830.0,4.0,150.0,3
8584,Thigalarapalya,1830.0,3.0,133.0,3
8586,Thigalarapalya,4190.0,4.0,325.0,4
8588,Thigalarapalya,2072.0,4.0,151.0,3
8590,Thigalarapalya,1400.0,2.0,105.0,2
8591,Thigalarapalya,2215.0,4.0,162.0,3
8592,Thigalarapalya,3122.0,6.0,250.0,4
8593,Thigalarapalya,1297.0,2.0,98.0,2
8595,Thubarahalli,3800.0,4.0,239.0,4
8596,Thubarahalli,1200.0,2.0,78.0,2
8597,Thubarahalli,1128.0,2.0,75.0,2
8598,Thubarahalli,1185.0,2.0,65.0,2
8599,Thubarahalli,1626.0,2.0,120.0,3
8600,Thubarahalli,975.0,2.0,55.0,2
8601,Thubarahalli,1330.0,2.0,75.0,2
8602,Thubarahalli,1085.0,2.0,70.0,2
8603,Thubarahalli,1216.0,2.0,80.0,2
8604,Thubarahalli,1200.0,2.0,79.0,2
8605,Thubarahalli,1200.0,2.0,80.0,2
8606,Thubarahalli,1200.0,2.0,79.55,2
8607,Thubarahalli,1200.0,2.0,47.0,2
8609,Thubarahalli,2625.0,3.0,175.0,3
8611,Thubarahalli,975.0,2.0,50.0,2
8616,Thubarahalli,1584.0,3.0,101.0,3
8617,Thyagaraja Nagar,800.0,1.0,100.0,1
8618,Thyagaraja Nagar,2000.0,4.0,145.0,5
8619,Thyagaraja Nagar,660.0,1.0,95.0,1
8620,Thyagaraja Nagar,3000.0,6.0,180.0,7
8621,Thyagaraja Nagar,1270.0,2.0,95.25,3
8622,Thyagaraja Nagar,1040.0,2.0,68.0,2
8623,Thyagaraja Nagar,1675.0,1.0,241.0,1
8624,Tindlu,1500.0,2.0,87.0,3
8625,Tindlu,7500.0,7.0,400.0,7
8626,Tindlu,1357.0,2.0,65.0,3
8627,Tindlu,1350.0,2.0,100.0,2
8628,Tindlu,1500.0,3.0,87.0,3
8629,Tindlu,1180.0,2.0,52.0,2
8630,Tindlu,1370.07,3.0,65.0,3
8631,Tindlu,1165.0,2.0,59.8,2
8632,Tindlu,1050.0,2.0,55.0,2
8633,Tindlu,1100.0,2.0,55.0,2
8634,Tumkur Road,1500.0,3.0,95.0,3
8635,Tumkur Road,1779.0,3.0,112.0,3
8636,Tumkur Road,1586.0,3.0,100.0,3
8637,Tumkur Road,1098.0,2.0,72.0,2
8638,Tumkur Road,1354.0,3.0,90.0,3
8639,Tumkur Road,1240.0,2.0,84.0,3
8640,Tumkur Road,700.0,1.0,30.09,1
8641,Tumkur Road,1239.0,2.0,82.0,2
8642,Tumkur Road,1246.0,2.0,82.0,2
8644,Tumkur Road,1137.5,2.0,48.905,2
8645,Tumkur Road,1500.0,3.0,100.0,3
8647,Tumkur Road,1250.0,2.0,33.0,2
8648,Tumkur Road,1459.0,2.0,110.0,3
8649,Tumkur Road,1416.0,3.0,94.0,3
8650,Tumkur Road,1027.0,2.0,60.0,2
8651,Tumkur Road,1027.0,2.0,68.62,2
8652,Tumkur Road,1459.0,2.0,95.0,3
8653,Tumkur Road,992.0,2.0,60.0,2
8654,Tumkur Road,1066.0,2.0,52.5,2
8655,Tumkur Road,4800.0,5.0,150.0,5
8656,Tumkur Road,728.5,1.0,31.315,1
8657,Tumkur Road,708.0,2.0,32.0,2
8658,Tumkur Road,1240.0,2.0,79.0,3
8659,Tumkur Road,1441.0,2.0,95.0,3
8660,Tumkur Road,1240.0,2.0,83.0,3
8661,Tumkur Road,1035.0,2.0,39.0,2
8662,Tumkur Road,1027.0,2.0,67.0,2
8664,Tumkur Road,992.0,2.0,70.0,2
8665,Tumkur Road,1354.0,3.0,85.86,3
8666,Ulsoor,2135.0,3.0,215.0,3
8667,Ulsoor,2700.0,3.0,450.0,3
8668,Ulsoor,1275.0,2.0,120.0,2
8669,Ulsoor,1020.0,3.0,110.0,3
8670,Ulsoor,1200.0,2.0,60.0,2
8671,Ulsoor,1180.0,2.0,100.0,2
8672,Ulsoor,1340.0,3.0,90.0,3
8673,Ulsoor,1500.0,2.0,125.0,3
8674,Ulsoor,2000.0,3.0,185.0,3
8676,Ulsoor,1255.0,2.0,120.0,2
8677,Ulsoor,7200.0,5.0,1584.0,4
8679,Ulsoor,1685.0,4.0,185.0,3
8680,Ulsoor,840.0,1.0,150.0,1
8682,Ulsoor,2135.0,3.0,170.0,3
8683,Ulsoor,1160.0,2.0,130.0,2
8684,Uttarahalli,1440.0,2.0,62.0,3
8685,Uttarahalli,1143.0,2.0,45.0,2
8686,Uttarahalli,1020.0,2.0,45.0,2
8687,Uttarahalli,1286.0,2.0,63.0,2
8688,Uttarahalli,1101.0,2.0,45.0,2
8689,Uttarahalli,1345.0,2.0,67.0,2
8693,Uttarahalli,1175.0,2.0,47.0,2
8694,Uttarahalli,1390.0,2.0,62.55,3
8695,Uttarahalli,1330.0,2.0,56.0,3
8696,Uttarahalli,1008.0,2.0,45.0,2
8697,Uttarahalli,1390.0,2.0,60.47,3
8699,Uttarahalli,1150.0,2.0,49.0,2
8700,Uttarahalli,1330.0,2.0,56.0,3
8701,Uttarahalli,1200.0,2.0,44.0,2
8704,Uttarahalli,882.0,2.0,30.0,2
8705,Uttarahalli,993.0,2.0,39.71,2
8706,Uttarahalli,1045.0,2.0,45.0,2
8707,Uttarahalli,850.0,2.0,37.93,2
8709,Uttarahalli,3600.0,6.0,120.0,6
8710,Uttarahalli,1788.0,3.0,98.34,3
8711,Uttarahalli,1345.0,2.0,57.0,3
8712,Uttarahalli,1089.0,2.0,43.55,2
8714,Uttarahalli,1279.0,2.0,48.0,2
8716,Uttarahalli,1425.0,2.0,64.0,3
8717,Uttarahalli,1155.0,2.0,40.42,2
8718,Uttarahalli,1050.0,2.0,42.0,2
8719,Uttarahalli,1300.0,2.0,55.0,3
8720,Uttarahalli,1250.0,2.0,55.0,3
8721,Uttarahalli,1700.0,3.0,88.0,3
8723,Uttarahalli,1085.0,2.0,43.0,2
8725,Uttarahalli,1175.0,2.0,47.0,2
8726,Uttarahalli,1689.28,3.0,91.2,3
8727,Uttarahalli,1310.0,2.0,85.0,3
8728,Uttarahalli,1175.0,2.0,47.0,2
8729,Uttarahalli,1137.0,2.0,63.0,2
8730,Uttarahalli,1315.0,2.0,74.0,3
8731,Uttarahalli,1215.0,2.0,52.85,3
8733,Uttarahalli,1325.0,2.0,53.0,2
8734,Uttarahalli,1300.0,2.0,60.0,3
8735,Uttarahalli,850.0,2.0,35.0,2
8736,Uttarahalli,1627.86,3.0,88.0,3
8738,Uttarahalli,1360.0,2.0,61.2,3
8739,Uttarahalli,1280.0,2.0,75.0,2
8740,Uttarahalli,661.0,1.0,36.0,1
8741,Uttarahalli,1134.0,2.0,45.36,2
8743,Uttarahalli,1320.0,2.0,55.44,3
8744,Uttarahalli,1390.0,2.0,61.16,3
8745,Uttarahalli,1090.0,2.0,45.0,2
8746,Uttarahalli,1050.0,2.0,42.0,2
8747,Uttarahalli,1235.0,2.0,90.0,2
8748,Uttarahalli,1123.0,2.0,48.0,2
8749,Uttarahalli,1329.0,2.0,56.0,3
8750,Uttarahalli,938.0,2.0,35.0,2
8753,Uttarahalli,1100.0,1.0,45.0,2
8754,Uttarahalli,1125.0,2.0,47.0,2
8756,Uttarahalli,1685.0,3.0,85.0,3
8757,Uttarahalli,1390.0,2.0,62.55,3
8759,Uttarahalli,1180.0,2.0,41.3,2
8760,Uttarahalli,1380.0,2.0,42.0,2
8761,Uttarahalli,1737.0,2.0,95.0,3
8763,Uttarahalli,3600.0,6.0,303.0,6
8764,Uttarahalli,1200.0,4.0,179.0,4
8765,Uttarahalli,1160.0,2.0,45.0,2
8766,Uttarahalli,1280.0,2.0,60.0,3
8768,Uttarahalli,1190.0,2.0,53.55,2
8769,Uttarahalli,1330.0,2.0,57.0,3
8770,Uttarahalli,1560.0,3.0,74.0,3
8772,Uttarahalli,1125.0,2.0,48.0,2
8773,Uttarahalli,1320.0,2.0,55.44,3
8775,Uttarahalli,1160.0,2.0,40.6,2
8777,Uttarahalli,1163.0,2.0,68.0,2
8779,Uttarahalli,1065.0,2.0,42.59,2
8780,Uttarahalli,1075.0,2.0,46.76,2
8781,Uttarahalli,1155.0,2.0,40.6,2
8782,Uttarahalli,1150.0,2.0,70.0,2
8785,Uttarahalli,1099.0,2.0,65.0,2
8786,Uttarahalli,1215.0,2.0,52.85,3
8788,Uttarahalli,1180.0,2.0,41.3,2
8791,Uttarahalli,1002.0,2.0,40.08,2
8792,Uttarahalli,1002.0,2.0,40.08,2
8793,Uttarahalli,1075.0,2.0,40.0,2
8795,Uttarahalli,1155.0,2.0,40.43,2
8797,Uttarahalli,1025.0,2.0,35.88,2
8798,Uttarahalli,1125.0,2.0,47.65,2
8799,Uttarahalli,1300.0,2.0,55.0,2
8800,Uttarahalli,1025.0,2.0,35.88,2
8801,Uttarahalli,980.0,2.0,45.0,2
8802,Uttarahalli,1125.0,2.0,47.0,2
8807,Uttarahalli,1175.0,2.0,47.0,2
8811,Uttarahalli,1265.0,2.0,65.0,3
8814,Uttarahalli,1213.0,2.0,48.0,2
8816,Uttarahalli,900.0,2.0,35.0,2
8817,Uttarahalli,1065.0,2.0,42.6,2
8820,Uttarahalli,1125.0,2.0,47.0,2
8821,Uttarahalli,1270.0,2.0,55.25,3
8822,Uttarahalli,1270.0,2.0,55.25,3
8823,Uttarahalli,1107.0,2.0,45.0,2
8824,Uttarahalli,1200.0,2.0,55.0,2
8826,Uttarahalli,1460.0,3.0,76.0,3
8827,Uttarahalli,1500.0,3.0,68.0,3
8828,Uttarahalli,1120.0,2.0,50.0,2
8829,Uttarahalli,1150.0,2.0,46.0,2
8830,Uttarahalli,1330.0,2.0,58.0,3
8832,Uttarahalli,1050.0,2.0,42.0,2
8833,Uttarahalli,1125.0,2.0,48.0,2
8835,Uttarahalli,1345.0,2.0,57.0,3
8836,Uttarahalli,1345.0,2.0,57.0,3
8838,Uttarahalli,1000.0,2.0,52.0,2
8839,Uttarahalli,1037.0,2.0,36.0,2
8841,Uttarahalli,1000.0,2.0,39.5,2
8842,Uttarahalli,1125.0,1.0,45.0,2
8844,Uttarahalli,1160.0,2.0,40.58,2
8845,Uttarahalli,1123.0,2.0,60.0,2
8847,Uttarahalli,1000.0,2.0,35.0,2
8848,Uttarahalli,1330.0,2.0,57.0,3
8849,Uttarahalli,1125.0,2.0,47.0,2
8850,Uttarahalli,1165.0,1.0,42.09,2
8851,Uttarahalli,1260.0,2.0,55.0,2
8852,Uttarahalli,1284.0,2.0,53.36,2
8853,Uttarahalli,1150.0,2.0,45.99,2
8855,Uttarahalli,1290.0,2.0,56.12,3
8856,Uttarahalli,1200.0,4.0,155.0,4
8857,Uttarahalli,1328.0,2.0,56.0,3
8858,Uttarahalli,1040.0,2.0,36.4,2
8859,Uttarahalli,1650.0,2.0,130.0,3
8860,Uttarahalli,1290.0,2.0,56.12,3
8862,Uttarahalli,1075.0,2.0,46.76,2
8863,Uttarahalli,1345.0,2.0,57.0,3
8864,Varthur,1160.0,2.0,44.0,2
8865,Varthur,1091.0,2.0,34.9,2
8866,Varthur,1385.0,2.0,80.0,2
8867,Varthur,1000.0,1.0,70.0,1
8868,Varthur,1535.0,3.0,65.99,3
8869,Varthur,1024.0,2.0,42.0,2
8870,Varthur,1125.0,2.0,40.0,2
8871,Varthur,1012.0,2.0,66.5,2
8872,Varthur,1320.0,2.0,110.0,4
8873,Varthur,1112.0,2.0,40.0,2
8874,Varthur,2145.0,3.0,175.0,3
8875,Varthur,1055.0,2.0,45.35,2
8876,Varthur,1280.0,2.0,65.0,2
8877,Varthur,977.0,2.0,36.0,2
8878,Varthur,1091.0,2.0,32.0,2
8879,Varthur,1250.0,3.0,71.0,3
8880,Varthur,1200.0,2.0,98.0,3
8881,Varthur,1200.0,3.0,67.75,3
8883,Varthur,1111.0,2.0,41.88,2
8884,Varthur,1097.0,2.0,33.82,2
8885,Varthur,4500.0,5.0,300.0,4
8886,Varthur,1140.0,2.0,55.5,2
8887,Varthur,1012.0,2.0,59.0,2
8888,Varthur,1600.0,4.0,112.0,4
8889,Varthur,1140.0,2.0,39.9,2
8890,Varthur,1090.0,2.0,48.0,2
8891,Varthur,1450.0,3.0,71.0,3
8892,Varthur,1210.0,2.0,60.0,2
8893,Varthur,1070.0,2.0,46.0,2
8894,Varthur,1360.0,2.0,85.0,3
8895,Varthur,1083.0,2.0,28.0,2
8896,Varthur,965.0,2.0,34.0,2
8897,Varthur,1120.0,2.0,44.24,2
8898,Varthur,2145.0,3.0,165.0,3
8899,Varthur,1395.0,2.0,79.0,3
8900,Varthur,1085.0,2.0,45.0,2
8901,Varthur,1250.0,2.0,47.0,2
8902,Varthur,1200.0,3.0,68.38,3
8904,Varthur,1155.0,2.0,60.0,2
8905,Varthur,1035.0,2.0,60.0,2
8906,Varthur,1100.0,2.0,72.0,2
8907,Varthur,1091.0,2.0,33.82,2
8908,Varthur,1155.0,2.0,39.0,2
8909,Varthur,1180.0,2.0,55.0,2
8911,Varthur,1738.0,2.0,57.35,2
8912,Varthur,986.0,2.0,30.0,2
8913,Varthur,1045.0,2.0,40.65,2
8914,Varthur,1155.0,2.0,39.0,2
8915,Varthur,674.0,1.0,19.9,2
8916,Varthur,1615.0,3.0,69.43,3
8917,Varthur,1210.0,2.0,64.15,2
8919,Varthur,1402.0,2.0,95.0,2
8920,Varthur,1105.0,2.0,38.0,2
8921,Varthur,2145.0,3.0,170.0,3
8922,Varthur,1560.0,3.0,90.0,3
8923,Varthur,1760.0,2.0,85.0,2
8924,Varthur,1210.0,2.0,54.0,2
8925,Varthur,1112.0,2.0,40.0,2
8926,Varthur,1740.0,4.0,175.0,4
8927,Varthur,986.0,2.0,31.0,2
8929,Varthur,1000.0,1.0,65.0,2
8930,Varthur,2160.0,3.0,170.0,3
8931,Varthur,1665.0,3.0,71.58,3
8932,Varthur Road,1083.0,2.0,61.75,2
8933,Varthur Road,2760.0,4.0,155.0,4
8934,Varthur Road,900.0,2.0,27.0,2
8935,Varthur Road,1655.0,3.0,115.0,3
8936,Varthur Road,1300.0,3.0,75.0,4
8937,Varthur Road,805.5,2.0,19.33,2
8938,Varthur Road,1277.0,2.0,59.0,2
8939,Varthur Road,1247.0,2.0,58.0,3
8940,Varthur Road,1050.0,2.0,42.7,2
8941,Varthur Road,1255.0,2.0,52.76,2
8943,Varthur Road,1033.0,2.0,32.0,2
8944,Varthur Road,552.5,1.0,13.26,1
8945,Varthur Road,1140.0,2.0,49.11,2
8946,Varthur Road,850.0,2.0,25.4,2
8947,Vasanthapura,1400.0,3.0,60.0,3
8948,Vasanthapura,1022.0,2.0,40.0,2
8949,Vasanthapura,1135.0,2.0,39.73,2
8950,Vasanthapura,995.0,2.0,34.82,2
8951,Vasanthapura,995.0,2.0,34.82,2
8952,Vasanthapura,1050.0,2.0,47.0,2
8953,Vasanthapura,940.0,2.0,40.0,2
8954,Vasanthapura,1500.0,2.0,65.0,2
8955,Vasanthapura,1037.0,2.0,36.28,2
8956,Vasanthapura,978.0,2.0,34.22,2
8957,Vasanthapura,1037.0,2.0,36.28,2
8958,Vidyaranyapura,1440.0,2.0,95.0,2
8959,Vidyaranyapura,1062.0,2.0,38.0,2
8960,Vidyaranyapura,1200.0,2.0,55.0,2
8961,Vidyaranyapura,1200.0,4.0,90.0,4
8963,Vidyaranyapura,1060.0,2.0,55.0,2
8964,Vidyaranyapura,1200.0,4.0,175.0,4
8965,Vidyaranyapura,1100.0,2.0,54.0,2
8966,Vidyaranyapura,4700.0,10.0,130.0,9
8967,Vidyaranyapura,1440.0,2.0,70.0,3
8968,Vidyaranyapura,1100.0,2.0,54.0,2
8969,Vidyaranyapura,1000.0,2.0,35.0,2
8971,Vidyaranyapura,1120.0,2.0,70.0,2
8972,Vidyaranyapura,945.0,2.0,40.0,2
8973,Vidyaranyapura,1100.0,2.0,54.0,2
8974,Vidyaranyapura,1200.0,2.0,65.0,3
8975,Vidyaranyapura,1200.0,2.0,52.0,2
8976,Vidyaranyapura,2640.0,6.0,225.0,5
8977,Vidyaranyapura,1175.0,2.0,35.0,2
8978,Vidyaranyapura,1050.0,2.0,50.0,2
8979,Vidyaranyapura,1188.0,2.0,50.0,2
8980,Vidyaranyapura,1100.0,2.0,75.0,3
8981,Vidyaranyapura,1100.0,2.0,72.0,3
8982,Vidyaranyapura,3150.0,7.0,375.0,7
8983,Vidyaranyapura,2400.0,5.0,135.0,4
8984,Vidyaranyapura,1100.0,2.0,41.0,2
8985,Vidyaranyapura,1200.0,2.0,60.5,2
8986,Vidyaranyapura,1200.0,2.0,42.0,2
8990,Vijayanagar,1450.0,3.0,100.0,3
8991,Vijayanagar,1580.0,2.0,134.0,3
8995,Vijayanagar,1180.0,2.0,65.0,2
8996,Vijayanagar,606.0,1.0,34.78,1
8997,Vijayanagar,1000.0,3.0,140.0,3
8998,Vijayanagar,1352.0,2.0,68.0,2
8999,Vijayanagar,1527.0,3.0,115.0,3
9000,Vijayanagar,989.0,2.0,60.0,2
9002,Vijayanagar,1380.0,2.0,225.0,2
9004,Vijayanagar,1046.0,2.0,75.0,2
9005,Vijayanagar,606.0,1.0,40.0,1
9006,Vijayanagar,1200.0,2.0,62.0,2
9009,Vijayanagar,1760.0,3.0,140.0,3
9012,Vijayanagar,1178.0,2.0,82.0,2
9013,Vijayanagar,864.0,2.0,45.0,2
9014,Vijayanagar,1806.0,6.0,370.0,6
9015,Vijayanagar,2100.0,6.0,252.0,4
9016,Vijayanagar,920.0,2.0,60.0,2
9017,Vijayanagar,1019.0,2.0,58.0,2
9018,Vijayanagar,2400.0,6.0,125.0,5
9019,Vijayanagar,1180.0,2.0,86.0,2
9020,Vijayanagar,1046.0,2.0,49.06,2
9021,Vijayanagar,2400.0,2.0,230.0,1
9022,Vijayanagar,492.0,1.0,40.0,1
9024,Vijayanagar,1500.0,4.0,360.0,4
9025,Vishveshwarya Layout,4000.0,7.0,225.0,7
9026,Vishveshwarya Layout,750.0,1.0,30.0,1
9027,Vishveshwarya Layout,2000.0,4.0,75.0,4
9028,Vishveshwarya Layout,2100.0,6.0,92.0,6
9029,Vishveshwarya Layout,7000.0,4.0,210.0,4
9030,Vishveshwarya Layout,2000.0,3.0,90.0,4
9031,Vishveshwarya Layout,4000.0,6.0,230.0,6
9032,Vishwapriya Layout,820.0,2.0,30.0,2
9033,Vishwapriya Layout,1235.0,2.0,60.0,2
9034,Vishwapriya Layout,1250.0,3.0,38.0,3
9035,Vishwapriya Layout,770.0,2.0,30.0,2
9036,Vishwapriya Layout,2800.0,5.0,130.0,5
9037,Vishwapriya Layout,910.0,2.0,36.0,2
9038,Vishwapriya Layout,890.0,2.0,37.0,2
9039,Vittasandra,1404.0,2.0,71.0,2
9040,Vittasandra,1246.0,2.0,67.0,2
9041,Vittasandra,1404.0,2.0,69.3,2
9042,Vittasandra,1246.0,2.0,67.3,2
9043,Vittasandra,1246.0,2.0,64.5,2
9044,Vittasandra,1246.0,2.0,64.5,2
9045,Vittasandra,1246.0,2.0,68.0,2
9047,Vittasandra,1238.0,2.0,67.0,2
9048,Vittasandra,1404.0,2.0,75.0,2
9049,Vittasandra,1246.0,2.0,65.0,2
9050,Vittasandra,1238.0,2.0,67.0,2
9051,Vittasandra,1246.0,2.0,67.4,2
9052,Vittasandra,2105.0,2.0,70.2,2
9053,Vittasandra,1259.0,2.0,67.4,2
9054,Vittasandra,1934.0,2.0,90.0,2
9055,Vittasandra,1404.0,2.0,68.8,2
9056,Vittasandra,1246.0,2.0,62.3,2
9057,Vittasandra,1246.0,2.0,63.0,2
9058,Vittasandra,1246.0,2.0,67.4,2
9059,Vittasandra,1246.0,2.0,65.4,2
9061,Vittasandra,1238.0,2.0,67.32,2
9062,Vittasandra,1246.0,2.0,67.4,2
9064,Vittasandra,1246.0,2.0,67.3,2
9065,Vittasandra,1404.0,2.0,70.0,2
9066,Vittasandra,1259.0,2.0,67.48,2
9067,Vittasandra,1404.0,2.0,75.0,2
9069,Vittasandra,1246.0,2.0,69.0,2
9070,Vittasandra,1246.0,2.0,67.0,2
9073,Vittasandra,1404.0,2.0,72.0,2
9074,Vittasandra,1246.0,2.0,67.5,2
9075,Vittasandra,1246.0,2.0,67.5,2
9076,Vittasandra,1404.0,2.0,70.0,2
9077,Vittasandra,1404.0,2.0,67.5,2
9078,Vittasandra,1246.0,2.0,65.0,2
9079,Vittasandra,1246.0,2.0,67.4,2
9083,Whitefield,2785.0,5.0,295.0,4
9084,Whitefield,1610.0,3.0,81.0,3
9085,Whitefield,1459.0,2.0,94.82,2
9087,Whitefield,5700.0,5.0,650.0,4
9089,Whitefield,4200.0,4.0,420.0,4
9092,Whitefield,1280.0,2.0,75.0,2
9094,Whitefield,1910.0,3.0,161.0,3
9095,Whitefield,3252.0,4.0,230.0,4
9099,Whitefield,1150.0,2.0,70.0,2
9100,Whitefield,1768.0,3.0,101.0,3
9102,Whitefield,4144.0,4.0,315.0,4
9103,Whitefield,2500.0,3.0,313.0,3
9104,Whitefield,4104.0,4.0,360.0,4
9105,Whitefield,1790.0,3.0,100.0,3
9106,Whitefield,1720.0,3.0,100.0,3
9108,Whitefield,1640.0,4.0,91.0,3
9111,Whitefield,2280.0,4.0,126.0,3
9113,Whitefield,1447.0,2.0,83.0,2
9115,Whitefield,1897.0,3.0,130.0,3
9116,Whitefield,2225.0,2.0,125.0,3
9117,Whitefield,4348.5,2.0,304.0,4
9120,Whitefield,2268.0,3.0,163.0,4
9123,Whitefield,2400.0,4.0,200.0,4
9125,Whitefield,1360.0,2.0,95.0,2
9127,Whitefield,1697.0,3.0,94.79,3
9128,Whitefield,5000.0,4.0,400.0,4
9129,Whitefield,4800.0,4.0,525.0,4
9130,Whitefield,3000.0,5.0,250.0,4
9131,Whitefield,1700.0,3.0,115.0,3
9134,Whitefield,2842.0,3.0,162.0,3
9136,Whitefield,3100.0,4.0,465.0,4
9139,Whitefield,1500.0,3.0,130.0,3
9140,Whitefield,1280.0,2.0,75.0,2
9142,Whitefield,1405.0,2.0,78.0,3
9143,Whitefield,2225.0,3.0,115.0,3
9144,Whitefield,1272.0,2.0,95.05,2
9147,Whitefield,1192.0,2.0,71.0,2
9151,Whitefield,1626.0,3.0,89.0,3
9152,Whitefield,1585.0,3.0,88.0,3
9153,Whitefield,3250.0,5.0,900.0,5
9154,Whitefield,665.0,2.0,28.585,1
9156,Whitefield,1280.0,2.0,85.0,2
9157,Whitefield,1200.0,3.0,68.5,3
9158,Whitefield,4000.0,4.0,330.0,4
9159,Whitefield,1420.0,2.0,136.0,2
9160,Whitefield,1697.0,3.0,108.0,3
9162,Whitefield,3606.0,4.0,312.0,4
9163,Whitefield,1204.0,4.0,125.0,4
9164,Whitefield,1485.0,2.0,90.0,2
9165,Whitefield,950.0,1.0,50.0,1
9167,Whitefield,2400.0,5.0,329.0,4
9168,Whitefield,825.0,1.0,45.0,1
9171,Whitefield,1635.0,2.0,85.0,3
9172,Whitefield,1216.0,2.0,79.0,2
9178,Whitefield,920.0,2.0,63.0,2
9180,Whitefield,1170.0,2.0,71.0,2
9181,Whitefield,1118.0,2.0,75.0,2
9182,Whitefield,1800.0,3.0,110.0,3
9183,Whitefield,1562.0,3.0,103.0,3
9186,Whitefield,2321.0,4.0,128.0,3
9187,Whitefield,1320.0,2.0,95.0,2
9190,Whitefield,3010.0,3.0,200.0,3
9191,Whitefield,1346.0,2.0,96.17,2
9192,Whitefield,3850.0,5.0,316.0,3
9196,Whitefield,2500.0,4.0,155.0,4
9197,Whitefield,905.0,1.0,55.0,1
9199,Whitefield,2268.0,3.0,146.0,4
9202,Whitefield,630.5,1.0,32.79,1
9205,Whitefield,1697.0,3.0,115.0,3
9208,Whitefield,1520.0,2.0,150.0,3
9214,Whitefield,1269.0,2.0,75.0,2
9216,Whitefield,1545.0,3.0,79.0,3
9219,Whitefield,3262.0,4.0,260.0,4
9221,Whitefield,1132.0,2.0,79.28,2
9223,Whitefield,3000.0,4.0,330.0,4
9227,Whitefield,1195.0,2.0,70.0,2
9228,Whitefield,3480.0,4.0,284.0,3
9230,Whitefield,1500.0,4.0,200.0,4
9231,Whitefield,3004.0,4.0,285.0,4
9232,Whitefield,1250.0,2.0,72.0,2
9233,Whitefield,709.0,1.0,34.385,1
9234,Whitefield,1340.0,2.0,77.0,2
9235,Whitefield,1320.0,2.0,79.5,2
9236,Whitefield,750.0,2.0,52.7,2
9237,Whitefield,1200.0,3.0,61.96,3
9239,Whitefield,3000.0,4.0,306.0,4
9243,Whitefield,2094.0,2.0,113.19,3
9245,Whitefield,3445.0,5.0,270.0,4
9246,Whitefield,1700.0,3.0,140.0,3
9247,Whitefield,4827.0,4.0,400.0,4
9248,Whitefield,1405.0,2.0,84.5,2
9250,Whitefield,3252.0,4.0,280.0,4
9252,Whitefield,1150.0,2.0,90.0,2
9253,Whitefield,2400.0,4.0,147.0,4
9255,Whitefield,624.0,1.0,35.0,1
9258,Whitefield,4356.0,5.0,850.0,4
9259,Whitefield,1700.0,3.0,95.0,3
9260,Whitefield,4960.0,4.0,400.0,4
